orig_split,cls,src,rawkey,name,path,w,h,fmt,mode,short
train,nofire,unsplash,johannes-plenio,johannes-plenio-ZoqSJ-xrGY0-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/johannes-plenio-ZoqSJ-xrGY0-unsplash.jpg,6000,4000,JPEG,RGB,4000
train,nofire,unsplash,johannes-plenio,johannes-plenio-a9PDBZO7Ivk-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/johannes-plenio-a9PDBZO7Ivk-unsplash.jpg,6000,4000,JPEG,RGB,4000
train,nofire,unsplash,johannes-plenio,johannes-plenio-jsOOWDyOKxo-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/johannes-plenio-jsOOWDyOKxo-unsplash.jpg,3200,1800,JPEG,RGB,1800
train,nofire,unsplash,johannes-plenio,johannes-plenio-sY5llOA25Ck-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/johannes-plenio-sY5llOA25Ck-unsplash.jpg,6000,3375,JPEG,RGB,3375
train,nofire,unsplash,john-salzarulo,john-salzarulo-H2j2rotqudo-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/john-salzarulo-H2j2rotqudo-unsplash.jpg,2400,1799,JPEG,RGB,1799
train,nofire,unsplash,john-towner,john-towner-TCCCKgdFmBo-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/john-towner-TCCCKgdFmBo-unsplash.jpg,4096,2732,JPEG,RGB,2732
train,nofire,unsplash,john-towner,john-towner-prd5CXMsD68-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/john-towner-prd5CXMsD68-unsplash.jpg,4096,2304,JPEG,RGB,2304
train,nofire,unsplash,johnny-briggs,johnny-briggs-M8BW5vyzG6E-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/johnny-briggs-M8BW5vyzG6E-unsplash.jpg,4000,2250,JPEG,RGB,2250
train,nofire,unsplash,johny-goerend,johny-goerend-U7icXzyYg7A-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/johny-goerend-U7icXzyYg7A-unsplash.jpg,3000,1688,JPEG,RGB,1688
train,nofire,unsplash,johny-goerend,johny-goerend-pK8Wj_wZVkw-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/johny-goerend-pK8Wj_wZVkw-unsplash.jpg,2179,2179,JPEG,RGB,2179
train,nofire,unsplash,jonas-denil,jonas-denil-Ht6kCAcD-1Y-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonas-denil-Ht6kCAcD-1Y-unsplash.jpg,4000,2250,JPEG,RGB,2250
train,nofire,unsplash,jonas-denil,jonas-denil-KYjDM67EBkI-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonas-denil-KYjDM67EBkI-unsplash.jpg,4000,2250,JPEG,RGB,2250
train,nofire,unsplash,jonatan-pie,jonatan-pie-VBPzoNXYj7c-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonatan-pie-VBPzoNXYj7c-unsplash.jpg,7156,4780,JPEG,RGB,4780
train,nofire,unsplash,jonathan-borba,jonathan-borba-IeUIUmbnXHg-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonathan-borba-IeUIUmbnXHg-unsplash.jpg,3354,5032,JPEG,RGB,3354
train,nofire,unsplash,jonathan-borba,jonathan-borba-nzrAcm7KQc4-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonathan-borba-nzrAcm7KQc4-unsplash.jpg,5324,3550,JPEG,RGB,3550
train,nofire,unsplash,jonathan-letniak,jonathan-letniak-Vn1QyMMgV5k-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonathan-letniak-Vn1QyMMgV5k-unsplash.jpg,4000,6000,JPEG,RGB,4000
train,nofire,unsplash,jonny-caspari,jonny-caspari-GGc-yc6P218-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonny-caspari-GGc-yc6P218-unsplash.jpg,3992,2242,JPEG,RGB,2242
train,nofire,unsplash,jonny-caspari,jonny-caspari-eUjyDDl31RY-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonny-caspari-eUjyDDl31RY-unsplash.jpg,3072,4251,JPEG,RGB,3072
train,nofire,unsplash,jonny-caspari,jonny-caspari-hIF_K6PRjko-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jonny-caspari-hIF_K6PRjko-unsplash.jpg,2873,4309,JPEG,RGB,2873
train,nofire,unsplash,jordan-mcqueen,jordan-mcqueen-n9iJ_9JvjWI-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jordan-mcqueen-n9iJ_9JvjWI-unsplash.jpg,5760,3840,JPEG,RGB,3840
train,nofire,unsplash,jordan-opel,jordan-opel-N1AFXixF4qQ-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jordan-opel-N1AFXixF4qQ-unsplash.jpg,4000,3000,JPEG,RGB,3000
train,nofire,unsplash,jose-alejandro,jose-alejandro-cuffia-6NCtJnNpcpA-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jose-alejandro-cuffia-6NCtJnNpcpA-unsplash.jpg,4928,3264,JPEG,RGB,3264
train,nofire,unsplash,joseph-dispo,joseph-dispo-vqus0Swv9PU-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/joseph-dispo-vqus0Swv9PU-unsplash.jpg,3120,4160,JPEG,RGB,3120
train,nofire,unsplash,josh-felise,josh-felise-ZBD7Wh3SJEI-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/josh-felise-ZBD7Wh3SJEI-unsplash.jpg,2160,1440,JPEG,RGB,1440
train,nofire,unsplash,josh-hild,josh-hild-Sl1GrFYrQ1E-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/josh-hild-Sl1GrFYrQ1E-unsplash.jpg,2137,2992,JPEG,RGB,2137
train,nofire,unsplash,josh-withers,josh-withers-aCTMWTlqiEQ-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/josh-withers-aCTMWTlqiEQ-unsplash.jpg,3756,2693,JPEG,RGB,2693
train,nofire,unsplash,joshua-fuller,joshua-fuller-Cwtv6BIi8IY-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/joshua-fuller-Cwtv6BIi8IY-unsplash.jpg,4000,3000,JPEG,RGB,3000
train,nofire,unsplash,joshua-fuller,joshua-fuller-SFRVfLZ7ORo-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/joshua-fuller-SFRVfLZ7ORo-unsplash.jpg,4000,6000,JPEG,RGB,4000
train,nofire,unsplash,joshua-fuller,joshua-fuller-TCZWlCbZZAc-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/joshua-fuller-TCZWlCbZZAc-unsplash.jpg,3468,3999,JPEG,RGB,3468
train,nofire,unsplash,joshua-mauricio,joshua-mauricio-End15pPXD5g-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/joshua-mauricio-End15pPXD5g-unsplash.jpg,6016,3431,JPEG,RGB,3431
train,nofire,unsplash,joshua-woods,joshua-woods-rTRt4L-MxLQ-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/joshua-woods-rTRt4L-MxLQ-unsplash.jpg,3024,3024,JPEG,RGB,3024
train,nofire,unsplash,joss-woodhead,joss-woodhead-53ZlFYkBavc-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/joss-woodhead-53ZlFYkBavc-unsplash.jpg,6000,4000,JPEG,RGB,4000
train,nofire,unsplash,joyce-g,joyce-g-5kt45pbfyuo-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/joyce-g-5kt45pbfyuo-unsplash.jpg,5457,3638,JPEG,RGB,3638
train,nofire,unsplash,jp-valery,jp-valery-9AA5IGoIwEQ-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jp-valery-9AA5IGoIwEQ-unsplash.jpg,3648,5472,JPEG,RGB,3648
train,nofire,unsplash,jp-valery,jp-valery-ytWGK5RPP3E-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/jp-valery-ytWGK5RPP3E-unsplash.jpg,3992,2242,JPEG,RGB,2242
train,nofire,unsplash,julia-verea,julia-verea-wz7Z51XjZ_E-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/julia-verea-wz7Z51XjZ_E-unsplash.jpg,3674,5511,JPEG,RGB,3674
train,nofire,unsplash,julian-gruneberg,julian-gruneberg-DupkgRi63ns-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/julian-gruneberg-DupkgRi63ns-unsplash.jpg,4000,2250,JPEG,RGB,2250
train,nofire,unsplash,julian-hochgesang,julian-hochgesang-F9HYmeJ9i0s-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/julian-hochgesang-F9HYmeJ9i0s-unsplash.jpg,5344,4016,JPEG,RGB,4016
train,nofire,unsplash,julian-hochgesang,julian-hochgesang-OUCxBh3AOWg-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/julian-hochgesang-OUCxBh3AOWg-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,julian-villella,julian-villella-pKAom32wMj4-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/julian-villella-pKAom32wMj4-unsplash.jpg,4000,2250,JPEG,RGB,2250
train,nofire,unsplash,julien-kettmann,julien-kettmann-r8od1mgZ8Sk-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/julien-kettmann-r8od1mgZ8Sk-unsplash.jpg,6672,3675,JPEG,RGB,3675
train,nofire,unsplash,julien-lanoy,julien-lanoy-hxhmflnl5d8-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/julien-lanoy-hxhmflnl5d8-unsplash.jpg,6000,4000,JPEG,RGB,4000
train,nofire,unsplash,juniperphoton-BgTNRsGr1ic,juniperphoton-BgTNRsGr1ic-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/juniperphoton-BgTNRsGr1ic-unsplash.jpg,7952,5304,JPEG,RGB,5304
train,nofire,unsplash,justin-kauffman,justin-kauffman-7_tRMnxWsUg-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/justin-kauffman-7_tRMnxWsUg-unsplash.jpg,3565,5347,JPEG,RGB,3565
train,nofire,unsplash,justin-kauffman,justin-kauffman-AXnzRL3fc44-unsplash (1).jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/justin-kauffman-AXnzRL3fc44-unsplash (1).jpg,2992,3992,JPEG,RGB,2992
train,nofire,unsplash,k-b,k-b-L_aI-4hGMEE-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/k-b-L_aI-4hGMEE-unsplash.jpg,3763,2812,JPEG,RGB,2812
train,nofire,unsplash,kaidi-guo,kaidi-guo-iq0EoeLNoy8-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kaidi-guo-iq0EoeLNoy8-unsplash.jpg,6000,3376,JPEG,RGB,3376
train,nofire,unsplash,kal-visuals,kal-visuals-XHU9wRgxZIQ-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kal-visuals-XHU9wRgxZIQ-unsplash.jpg,2190,1460,JPEG,RGB,1460
train,nofire,unsplash,kane-taylor,kane-taylor-a7XYUScbu74-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kane-taylor-a7XYUScbu74-unsplash.jpg,3041,2160,JPEG,RGB,2160
train,nofire,unsplash,karsten-wurth,karsten-wurth-RybwUAJ6EMA-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/karsten-wurth-RybwUAJ6EMA-unsplash.jpg,5341,3436,JPEG,RGB,3436
train,nofire,unsplash,kash-of_4PDMQ3wk,kash-of_4PDMQ3wk-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kash-of_4PDMQ3wk-unsplash.jpg,5472,3648,JPEG,RGB,3648
train,nofire,unsplash,kayle-kaupanger,kayle-kaupanger-EJksqmj1pPc-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kayle-kaupanger-EJksqmj1pPc-unsplash.jpg,3980,2239,JPEG,RGB,2239
train,nofire,unsplash,keagan-henman,keagan-henman-N8zMX_2MKJk-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/keagan-henman-N8zMX_2MKJk-unsplash.jpg,3992,2242,JPEG,RGB,2242
train,nofire,unsplash,keagan-henman,keagan-henman-digbEZQyrsY-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/keagan-henman-digbEZQyrsY-unsplash.jpg,3992,2242,JPEG,RGB,2242
train,nofire,unsplash,keagan-henman,keagan-henman-rJJG1nUfDSc-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/keagan-henman-rJJG1nUfDSc-unsplash.jpg,3992,2242,JPEG,RGB,2242
train,nofire,unsplash,keagan-henman,keagan-henman-wsFzXgWMlLA-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/keagan-henman-wsFzXgWMlLA-unsplash.jpg,3992,2242,JPEG,RGB,2242
train,nofire,unsplash,keagan-henman,keagan-henman-wyoPyihLCug-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/keagan-henman-wyoPyihLCug-unsplash.jpg,3992,2242,JPEG,RGB,2242
train,nofire,unsplash,kevin-bosc,kevin-bosc-Kz9oLCDxUrA-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kevin-bosc-Kz9oLCDxUrA-unsplash.jpg,5418,3612,JPEG,RGB,3612
train,nofire,unsplash,kevin-erdvig,kevin-erdvig-GkYpXeUv4nM-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kevin-erdvig-GkYpXeUv4nM-unsplash.jpg,3840,2024,JPEG,RGB,2024
train,nofire,unsplash,kevin-fitzgerald,kevin-fitzgerald-8ji8O5uHE1U-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kevin-fitzgerald-8ji8O5uHE1U-unsplash.jpg,6000,3375,JPEG,RGB,3375
train,nofire,unsplash,kimo-EPLbOv1zd4k,kimo-EPLbOv1zd4k-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kimo-EPLbOv1zd4k-unsplash.jpg,2912,4368,JPEG,RGB,2912
train,nofire,unsplash,kimon-maritz,kimon-maritz-1-ISIwuBMiw-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kimon-maritz-1-ISIwuBMiw-unsplash.jpg,3853,2241,JPEG,RGB,2241
train,nofire,unsplash,kir-simakov,kir-simakov-6OkJxCo_yHU-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kir-simakov-6OkJxCo_yHU-unsplash.jpg,3000,2266,JPEG,RGB,2266
train,nofire,unsplash,kirsten-drew,kirsten-drew-k0T-Yx1zXDw-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kirsten-drew-k0T-Yx1zXDw-unsplash.jpg,5184,3456,JPEG,RGB,3456
train,nofire,unsplash,kletis-roy,kletis-roy-AM5vvPrlqJU-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kletis-roy-AM5vvPrlqJU-unsplash.jpg,6000,4000,JPEG,RGB,4000
train,nofire,unsplash,knoell-marketing,knoell-marketing-XwAqGD4qEtI-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/knoell-marketing-XwAqGD4qEtI-unsplash.jpg,5472,3078,JPEG,RGB,3078
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs--Y5egGca9po-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs--Y5egGca9po-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-1q54ClpzDBE-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-1q54ClpzDBE-unsplash.jpg,2602,3469,JPEG,RGB,2602
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-2M8F61XOJFc-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-2M8F61XOJFc-unsplash.jpg,3640,5464,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-2Wmp9BqcfU4-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-2Wmp9BqcfU4-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-5FPATjPX50g-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-5FPATjPX50g-unsplash.jpg,4984,3320,JPEG,RGB,3320
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-6Yrbqo_RGMo-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-6Yrbqo_RGMo-unsplash.jpg,3052,4883,JPEG,RGB,3052
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-7bN2EW12kgM-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-7bN2EW12kgM-unsplash.jpg,3712,5568,JPEG,RGB,3712
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-8xLNRmRj95A-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-8xLNRmRj95A-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-AUcdCMUzgOM-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-AUcdCMUzgOM-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-AhKiqI840qM-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-AhKiqI840qM-unsplash.jpg,4699,6265,JPEG,RGB,4699
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-BAvDjy8cmAM-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-BAvDjy8cmAM-unsplash.jpg,4969,3310,JPEG,RGB,3310
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-Hxmj17wDL-s-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-Hxmj17wDL-s-unsplash.jpg,3640,5464,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-IAHLqrnLCMw-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-IAHLqrnLCMw-unsplash.jpg,3527,5294,JPEG,RGB,3527
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-IV7ot1J-K70-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-IV7ot1J-K70-unsplash.jpg,3640,5464,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-Muamasw0mz8-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-Muamasw0mz8-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-OiOlmRVM01M-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-OiOlmRVM01M-unsplash.jpg,2649,3311,JPEG,RGB,2649
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-Q_vei2vnPPk-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-Q_vei2vnPPk-unsplash.jpg,3640,5464,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-SVtIH50qMz4-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-SVtIH50qMz4-unsplash.jpg,5058,3788,JPEG,RGB,3788
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-TMAMxAAGpNE-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-TMAMxAAGpNE-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-TbDgbkWt2jc-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-TbDgbkWt2jc-unsplash.jpg,4425,5726,JPEG,RGB,4425
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-UIOmH4F3Wtk-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-UIOmH4F3Wtk-unsplash.jpg,3396,5097,JPEG,RGB,3396
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-UbnPaBCUxig-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-UbnPaBCUxig-unsplash.jpg,5203,2927,JPEG,RGB,2927
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-WxiejoZvPDk-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-WxiejoZvPDk-unsplash.jpg,4730,3542,JPEG,RGB,3542
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-bqRUmr144Rc-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-bqRUmr144Rc-unsplash.jpg,3640,5464,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-coOIhGeKAo4-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-coOIhGeKAo4-unsplash.jpg,5472,3648,JPEG,RGB,3648
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-er_qIzY_FD8-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-er_qIzY_FD8-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-fQEVCD1lsoM-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-fQEVCD1lsoM-unsplash.jpg,5464,3640,JPEG,RGB,3640
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-gI7tHTLJc9E-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-gI7tHTLJc9E-unsplash.jpg,5339,3557,JPEG,RGB,3557
train,nofire,unsplash,kristaps-ungurs,kristaps-ungurs-kYN0KehKdBY-unsplash.jpg,/kaggle/input/datasets/elmadafri/the-wildfire-dataset/the_wildfire_dataset_2n_version/train/nofire/kristaps-ungurs-kYN0KehKdBY-unsplash.jpg,3302,4957,JPEG,RGB,3302
